entry_name,organism,protein_names,likely_substrate,substrate_group,functional_class,bgcs,pmid,cmpnd,pdb_id,kinetics,ec_numbers
DMDB_RUEPO,Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3) (Silicibacter pomeroyi),3-methylmercaptopropionyl-CoA ligase (MMPA-CoA ligase) (EC 6.2.1.44) (Acyl-CoA ligase),3-(methylsulfanyl)propanoate,other,OTHER,NA,15602564; 25780504; 21562561; 24443527,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES: ;  Kinetic parameters: KM=0.02 mM for CoA(with MMPA) {ECO:0000269|PubMed:24443527}; KM=0.08 mM for CoA (with butyrate) {ECO:0000269|PubMed:24443527}; KM=0.03 mM for ATP(with MMPA) {ECO:0000269|PubMed:24443527}; KM=0.07 mM for MMPA {ECO:0000269|PubMed:24443527}; KM=0.08 mM for ATP (with butyrate) {ECO:0000269|PubMed:24443527}; KM=0.12 mM for butyrate {ECO:0000269|PubMed:24443527}; KM=3.11 mM for propionate {ECO:0000269|PubMed:24443527}; KM=5.25 mM for acrylate {ECO:0000269|PubMed:24443527}; Vmax=15.4 umol/min/mg enzyme with MMPA as substrate {ECO:0000269|PubMed:24443527}; Vmax=15.4 umol/min/mg enzyme with CoA as substrate (with MMPA) {ECO:0000269|PubMed:24443527}; Vmax=7.6 umol/min/mg enzyme with ATP as substrate (with MMPA) {ECO:0000269|PubMed:24443527}; Vmax=7.4 umol/min/mg enzyme with butyrate as substrate {ECO:0000269|PubMed:24443527}; Vmax=3.8 umol/min/mg enzyme with propionate as substrate {ECO:0000269|PubMed:24443527}; Vmax=3.8 umol/min/mg enzyme with ATP as substrate (with butyrate) {ECO:0000269|PubMed:24443527}; Vmax=3.6 umol/min/mg enzyme with CoA as substrate (with butyrate) {ECO:0000269|PubMed:24443527}; Vmax=1 umol/min/mg enzyme with acrylate as substrate {ECO:0000269|PubMed:24443527}; Note=Kcat is 14.9 sec(-1) for ligase activity with MMPA as substrate. Kcat is 7.2 sec(-1) for ligase activity with butyrate as substrate. Kcat is 3.7 sec(-1) for ligase activity with propionate as substrate. Kcat is 1 sec(-1) for ligase activity with acrylate as substrate. {ECO:0000269|PubMed:24443527};,EC 6.2.1.44
"NA",Watasenia_scintillans,"NA",coelenterazine_disulfate,other,OTHER,NA,"NA",NA,"NA","NA","NA"
"NA",Watasenia_scintillans,"NA",coelenterazine_disulfate,other,OTHER,NA,"NA",NA,"NA","NA","NA"
"NA",Watasenia_scintillans,"NA",coelenterazine_disulfate,other,OTHER,NA,"NA",NA,"NA","NA","NA"
X5IJ97_9ACTN,Streptomyces sp. MJ635-86F5,beta-amino acid adenylation enyzme (cremimycin biosynthesis),3-aminononanoate,medium_chain,PEPTIDE,NA,28316096,NA,5JJP,"NA","NA"
DLTA_BACSU,Bacillus subtilis (strain 168),D-alanine--D-alanyl carrier protein ligase (DCL) (EC 6.2.1.-) (D-alanine--poly(phosphoribitol) ligase subunit 1) (D-alanine-activating enzyme) (DAE),d-alanine,amino_acid,PEPTIDE,NA,7934828; 9384377; 7797557; 18784082,NA,3E7W,"NA",EC 6.2.1.-
DLTA_STRP6,Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394),D-alanine--D-alanyl carrier protein ligase (DCL) (EC 6.2.1.-) (D-alanine--poly(phosphoribitol) ligase subunit 1) (D-alanine-activating enzyme) (DAE),d-alanine,amino_acid,PEPTIDE,NA,15272401,NA,3L8C,"NA",EC 6.2.1.-
DLTA_BACCR,Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711),D-alanine--D-alanyl carrier protein ligase (DCL) (EC 6.2.1.-) (D-alanine--poly(phosphoribitol) ligase subunit 1) (D-alanine-activating enzyme) (DAE),d-alanine,amino_acid,PEPTIDE,NA,12721630; 18847223; 19324056,NA,4PZP,BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=1.1 mM for D-alanine {ECO:0000269|PubMed:18847223}; KM=14.4 mM for L-alanine {ECO:0000269|PubMed:18847223};,EC 6.2.1.-
A0A077KT11_9ACTN,Streptomyces sp. ML694-90F3,beta-amino acid adenylation enyzme (incendicine biosynthesis),(S)-3-aminobutyrate; (S)-3-aminopentanoate,amino_acid,PEPTIDE,NA,28316096,NA,5JJQ,"NA","NA"
H6SG27_STRSQ,Streptomyces sp.,Adenylation domain,threonine,amino_acid,PEPTIDE,NA,28704585,NA,5N9W,"NA","NA"
E9PUJ1_MOUSE,Mus musculus (Mouse),Beta-alanine-activating enzyme,b-alanine,amino_acid,PEPTIDE,NA,19468303;,NA,"NA","NA","NA"
E9PUI6_MOUSE,Mus musculus (Mouse),Beta-alanine-activating enzyme,b-alanine,amino_acid,PEPTIDE,NA,19468303;,NA,"NA","NA","NA"
R4GNB1_HUMAN,Homo sapiens (Human),Beta-alanine-activating enzyme,b-alanine,amino_acid,PEPTIDE,NA,15815621; 21406692; 23186163;,NA,"NA","NA","NA"
ACSF4_HUMAN,Homo sapiens (Human),Beta-alanine-activating enzyme (EC 6.2.1.-) (Acyl-CoA synthetase family member 4) (Protein NRPS998),b-alanine,amino_acid,PEPTIDE,NA,15865210; 17974005; 15815621; 15489334; 11042152; 21406692; 23186163,NA,"NA","NA",EC 6.2.1.-
DLTA_STAAN,Staphylococcus aureus (strain N315),D-alanine--D-alanyl carrier protein ligase (DCL) (EC 6.2.1.-) (D-alanine--poly(phosphoribitol) ligase subunit 1) (D-alanine-activating enzyme) (DAE),d-alanine,amino_acid,PEPTIDE,NA,11418146; 15590099;,NA,"NA","NA",EC 6.2.1.-
LYS2_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),L-2-aminoadipate reductase (EC 1.2.1.31) (EC 1.2.1.95) (Alpha-aminoadipate reductase) (Alpha-AR) (L-aminoadipate-semialdehyde dehydrogenase),(S)-2-amino-6-oxohexanoate,amino_acid,PEPTIDE,NA,8590464; 11859360; 15546125; 16823372,NA,"NA","NA","c(""EC 1.2.1.31"", ""EC 1.2.1.95"""
PIGI_SERS3,Serratia sp. (strain ATCC 39006),Probable L-prolyl-AMP ligase PigI (EC 6.1.2.-),L-proline,amino_acid,PEPTIDE,NA,15528645; 15853884; 17002325,NA,"NA","NA",EC 6.1.2.-
ACSF4_MOUSE,Mus musculus (Mouse),Beta-alanine-activating enzyme (EC 6.2.1.-) (Acyl-CoA synthetase family member 4) (Protein LYS2 homolog),b-alanine,amino_acid,PEPTIDE,NA,12712191; 16141072; 15489334; 15689995; 15689994; 17029795; 24467666,NA,"NA","NA",EC 6.2.1.-
DLTA_LACRH,Lactobacillus rhamnosus,D-alanine--D-alanyl carrier protein ligase (DCL) (EC 6.2.1.-) (D-alanine--poly(phosphoribitol) ligase subunit 1) (D-alanine-activating enzyme) (DAE),d-alanine,amino_acid,PEPTIDE,NA,1385594; 10781555,NA,"NA","NA",EC 6.2.1.-
LYS2_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),L-2-aminoadipate reductase (EC 1.2.1.31) (EC 1.2.1.95) (Alpha-aminoadipate reductase) (Alpha-AR) (L-aminoadipate-semialdehyde dehydrogenase),(S)-2-amino-6-oxohexanoate,amino_acid,PEPTIDE,NA,2013406; 7900426; 7813418; 24374639; 3542721; 1626431; 7916691; 10320345; 14562106; 22106047,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES: ;  Kinetic parameters: KM=620 uM for NADPH {ECO:0000269|PubMed:10320345}; Note=kcat is 670 min(-1). {ECO:0000269|PubMed:10320345};,"c(""EC 1.2.1.31"", ""EC 1.2.1.95"""
CMAA_PSESG,Pseudomonas savastanoi pv. glycinea (Pseudomonas syringae pv. glycinea),L-allo-isoleucine:holo-[CmaA peptidyl-carrier protein] ligase (EC 6.2.1.46) (Adenylation activation enzyme) (Coronamic acid synthetase CmaA),L-allo-isoleucine,amino_acid,PEPTIDE,NA,14679222;,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES: ;  Kinetic parameters: KM=0.26 mM for L-allo-isoleucine (at pH 7.5 and 25 degrees Celsius) {ECO:0000269|PubMed:14679222}; KM=0.84 mM for D-allo-isoleucine (at pH 7.5 and 25 degrees Celsius) {ECO:0000269|PubMed:14679222}; KM=1 mM for L-isoleucine (at pH 7.5 and 25 degrees Celsius) {ECO:0000269|PubMed:14679222}; KM=1.1 mM for D-isoleucine (at pH 7.5 and 25 degrees Celsius) {ECO:0000269|PubMed:14679222}; KM=1.5 mM for DL-coronamic acid (at pH 7.5 and 25 degrees Celsius) {ECO:0000269|PubMed:14679222}; KM=7.4 mM for L-leucine (at pH 7.5 and 25 degrees Celsius) {ECO:0000269|PubMed:14679222}; KM=8.2 mM for L-valine (at pH 7.5 and 25 degrees Celsius) {ECO:0000269|PubMed:14679222}; KM=11 mM for DL-norcoronamic acid (at pH 7.5 and 25 degrees Celsius) {ECO:0000269|PubMed:14679222}; Note=Kcat is 17 min(-1) for ligase activity with L-allo-isoleucine as substrate (at pH 7.5 and 25 degrees Celsius). Kcat is 16 min(-1) for ligase activity with L-leucine as substrate (at pH 7.5 and 25 degrees Celsius). Kcat is 12 min(-1) for ligase activity with L-valine as substrate (at pH 7.5 and 25 degrees Celsius). Kcat is 6.7 min(-1) for ligase activity with DL-coronamic acid as substrate (at pH 7.5 and 25 degrees Celsius). Kcat is 2.8 min(-1) for ligase activity with L-isoleucine as substrate (at pH 7.5 and 25 degrees Celsius). Kcat is 1.1 min(-1) for ligase activity with D-isoleucine and DL-norcoronamic acid as substrates (at pH 7.5 and 25 degrees Celsius). Kcat is 0.2 min(-1) for ligase activity with D-allo-isoleucine as substrate (at pH 7.5 and 25 degrees Celsius). {ECO:0000269|PubMed:14679222};,EC 6.2.1.46
DDAD_ENTAG,Enterobacter agglomerans (Erwinia herbicola) (Pantoea agglomerans),Dapdiamide synthesis protein DdaD,"fumaramoyl-L-2,3-diaminopropionate",amino_acid,PEPTIDE,NA,20945916,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES: ;  Kinetic parameters: KM=420 uM for N-beta-fumaramoyl-DAP {ECO:0000269|PubMed:20945916}; Note=kcat is 64 min(-1). {ECO:0000269|PubMed:20945916};,"NA"
F1QAA7_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),Acyl-CoA synthetase short chain family member 2,short_chain,short_chain,SACS,NA,23594743,NA,"NA","NA","NA"
A0A286ZJB9_PIG,Sus scrofa (Pig),Acyl-CoA synthetase short chain family member 3,short_chain,short_chain,SACS,NA,"NA",NA,"NA","NA","NA"
ACSA_SALTY,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme),acetate,short_chain,SACS,NA,11677609; 12493915; 15236963; 12627952; 17497934,NA,1PG3,BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=77.1 uM for ATP (at pH 7.5 and at 37 degrees Celsius) {ECO:0000269|PubMed:17497934}; KM=50 uM for CoA (at pH 7.5 and at 37 degrees Celsius) {ECO:0000269|PubMed:17497934}; KM=6047 uM for acetate (at pH 7.5 and at 37 degrees Celsius) {ECO:0000269|PubMed:17497934}; KM=9413 uM for propionate (at pH 7.5 and at 37 degrees Celsius) {ECO:0000269|PubMed:17497934}; KM=9450 uM for glycine (at pH 7.5 and at 37 degrees Celsius) {ECO:0000269|PubMed:17497934};,EC 6.2.1.1
ACS1_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Acetyl-coenzyme A synthetase 1 (EC 6.2.1.1) (Acetate--CoA ligase 1) (Acyl-activating enzyme 1),acetate,short_chain,SACS,NA,1363452; 7731988; 24374639; 17322287; 7642141; 8910545; 9252575; 11914276; 14562095; 14562106; 14576278; 16857587; 14769018,NA,1RY2,BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=0.32 mM for acetate {ECO:0000269|PubMed:8910545}; KM=1.4 mM for ATP {ECO:0000269|PubMed:8910545}; Vmax=1.1 umol/min/mg enzyme {ECO:0000269|PubMed:8910545};,EC 6.2.1.1
D6EQU8_STRLI,Streptomyces lividans TK24,Acetoacetyl-coenzyme A synthetase 1 (EC 6.2.1.1),acetoacetate,short_chain,SACS,NA,25488501,NA,4WD1,"NA",EC 6.2.1.1
A8LRC0_DINSH,Dinoroseobacter shibae (strain DSM 16493 / NCIMB 14021 / DFL 12),AMP-dependent synthetase and ligase (EC 6.2.1.-),acrylic_aid,short_chain,SACS,NA,19741735;,NA,5GXD,"NA",EC 6.2.1.-
4CLLA_ARATH,Arabidopsis thaliana (Mouse-ear cress),Oxalate--CoA ligase (EC 6.2.1.8) (4-coumarate--CoA ligase isoform 8) (At4CL8) (4-coumarate--CoA ligase-like 10) (Acyl-activating enzyme 3) (Adenosine monophosphate binding protein 3) (AtMPBP3) (Oxalyl-CoA synthetase),oxalate,short_chain,SACS,NA,12177484; 11130713; 27862469; 14593172; 12819348; 22223895; 22447686; 27326693,NA,5IE0,BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=42 uM for oxalate {ECO:0000269|PubMed:27326693}; KM=149 uM for oxalate {ECO:0000269|PubMed:22447686}; Vmax=13.8 umol/min/mg enzyme {ECO:0000269|PubMed:27326693}; Vmax=11.4 umol/min/mg enzyme {ECO:0000269|PubMed:22447686};,EC 6.2.1.8
J9VFT1_CRYNH,Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) (Filobasidiella neoformans var. grubii),Acetyl-coenzyme A synthetase (EC 6.2.1.1),acetate,short_chain,SACS,NA,24743168;,NA,5VPV,"NA",EC 6.2.1.1
ACSS3_HUMAN,Homo sapiens (Human),"Acyl-CoA synthetase short-chain family member 3, mitochondrial (EC 6.2.1.1) (Acyl-CoA synthetase short-chain family member 3)",acetate,short_chain,SACS,NA,14702039; 15489334; 17762044; 21269460; 24275569,NA,"NA","NA",EC 6.2.1.1
ACS2L_HUMAN,Homo sapiens (Human),"Acetyl-coenzyme A synthetase 2-like, mitochondrial (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acetyl-CoA synthetase 2) (AceCS2) (Acyl-CoA synthetase short-chain family member 1)",acetate,short_chain,SACS,NA,14702039; 11780052; 15489334; 11347906; 12168954; 16788062; 19608861; 21269460; 25944712; 19535340,NA,"NA","NA",EC 6.2.1.1
ACSA_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Probable acetyl-coenzyme A synthetase (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme),acetate,short_chain,SACS,NA,11859360; 9501991; 18257517,NA,"NA","NA",EC 6.2.1.1
A0A1P8BCV2_ARATH,Arabidopsis thaliana (Mouse-ear cress),Acetyl-coenzyme A synthetase (EC 6.2.1.1),acetate,short_chain,SACS,NA,11130714; 18433157; 19245862; 19376835; 27862469,NA,"NA","NA",EC 6.2.1.1
Q59E09_DROME,Drosophila melanogaster (Fruit fly),Acetyl-coenzyme A synthetase (EC 6.2.1.1),acetate,short_chain,SACS,NA,10731132; 12537568; 12537572; 12537573; 12537574; 16110336; 17569856; 17569867; 26109357; 26109356;,NA,"NA","NA",EC 6.2.1.1
F1MQX0_BOVIN,Bos taurus (Bovine),Acetyl-coenzyme A synthetase (EC 6.2.1.1),acetate,short_chain,SACS,NA,19393038;,NA,"NA","NA",EC 6.2.1.1
A0A2R8Q6G5_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),Acetyl-coenzyme A synthetase (EC 6.2.1.1),acetate,short_chain,SACS,NA,23594743;,NA,"NA","NA",EC 6.2.1.1
A7YWF1_BOVIN,Bos taurus (Bovine),ACSS2 protein (Acyl-CoA synthetase short chain family member 2),short_chain,short_chain,SACS,NA,19393038;,NA,"NA","NA","NA"
A0A0G2K047_RAT,Rattus norvegicus (Rat),Acyl-CoA synthetase short-chain family member 3,short_chain,short_chain,SACS,NA,15057822; 15632090;,NA,"NA","NA","NA"
Q6DHN4_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),Acyl-CoA synthetase short-chain family member 2,short_chain,short_chain,SACS,NA,23594743;,NA,"NA","NA","NA"
G3V9U0_RAT,Rattus norvegicus (Rat),Acyl-CoA synthetase short-chain family member 2 (Acyl-CoA synthetase short-chain family member 2 (Predicted)),short_chain,short_chain,SACS,NA,15057822; 15632090; 16641100; 22673903,NA,"NA","NA","NA"
A0A286Y8C0_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),Acyl-CoA synthetase short chain family member 3,short_chain,short_chain,SACS,NA,23594743;,NA,"NA","NA","NA"
A0A2R8QSI5_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),Acyl-CoA synthetase short chain family member 2,short_chain,short_chain,SACS,NA,23594743;,NA,"NA","NA","NA"
A0A0H2UKF2_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),Acetoacetyl-CoA synthetase,acetoacetate,short_chain,SACS,NA,23594743;,NA,"NA","NA","NA"
D3ZGU2_RAT,Rattus norvegicus (Rat),Acyl-CoA synthetase short-chain family member 3,short_chain,short_chain,SACS,NA,15057822; 15632090;,NA,"NA","NA","NA"
A0A0B4J1R2_HUMAN,Homo sapiens (Human),"Acyl-CoA synthetase short-chain family member 3, mitochondrial (FLJ21963 protein, isoform CRA_b)",short_chain,short_chain,SACS,NA,11181995; 16541075; 21269460; 24275569;,NA,"NA","NA","NA"
ACSA_METTP,Methanothrix thermoacetophila (strain DSM 6194 / JCM 14653 / NBRC 101360 / PT) (Methanosaeta thermophila),Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme),acetate,short_chain,SACS,NA,22927778,NA,"NA","NA",EC 6.2.1.1
ACS_ARATH,Arabidopsis thaliana (Mouse-ear cress),"Acetyl-coenzyme A synthetase, chloroplastic/glyoxysomal (EC 6.2.1.1) (Acetate--CoA ligase) (Acetyl-CoA synthetase)",acetate,short_chain,SACS,NA,10859180; 27862469; 14593172; 19423640; 12051672; 14581625; 12805634; 18433157; 19245862; 19376835,NA,"NA","NA",EC 6.2.1.1
ACSA_MOUSE,Mus musculus (Mouse),"Acetyl-coenzyme A synthetase, cytoplasmic (EC 6.2.1.1) (Acetate--CoA ligase) (Acetyl-CoA synthetase) (ACS) (AceCS) (Acyl-CoA synthetase short-chain family member 2) (Acyl-activating enzyme)",acetate,short_chain,SACS,NA,12049778; 16141072; 19468303; 15489334; 17114649; 17242355; 18630941; 21183079,NA,"NA","NA",EC 6.2.1.1
ACSA_BACSU,Bacillus subtilis (strain 168),Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme),acetate,short_chain,SACS,NA,7934817; 9387221; 9384377,NA,"NA","NA",EC 6.2.1.1
ACS2L_MOUSE,Mus musculus (Mouse),"Acetyl-coenzyme A synthetase 2-like, mitochondrial (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acetyl-CoA synthetase 2) (AceCS2) (Acyl-CoA synthetase short-chain family member 1)",acetate,short_chain,SACS,NA,11150295; 16141072; 15489334; 16790548; 19187775; 21183079,NA,"NA","NA",EC 6.2.1.1
ACSS3_MOUSE,Mus musculus (Mouse),"Acyl-CoA synthetase short-chain family member 3, mitochondrial (EC 6.2.1.1)",acetate,short_chain,SACS,NA,16141072; 19468303; 15489334; 21183079; 23806337; 23576753,NA,"NA","NA",EC 6.2.1.1
ACSA_METSH,Methanothrix soehngenii (Methanosaeta concilii),Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme),acetate,short_chain,SACS,NA,1680850; 2571608,NA,"NA","NA",EC 6.2.1.1
A0A287BA23_PIG,Sus scrofa (Pig),Acetyl-coenzyme A synthetase (EC 6.2.1.1),acetate,short_chain,SACS,NA,"NA",NA,"NA","NA",EC 6.2.1.1
A0A287AT39_PIG,Sus scrofa (Pig),Acetyl-coenzyme A synthetase (EC 6.2.1.1),acetate,short_chain,SACS,NA,"NA",NA,"NA","NA",EC 6.2.1.1
Q18496_CAEEL,Caenorhabditis elegans,Acetyl-coenzyme A synthetase (EC 6.2.1.1),acetate,short_chain,SACS,NA,9851916,NA,"NA","NA",EC 6.2.1.1
Q65ZB8_CAEEL,Caenorhabditis elegans,Acetyl-coenzyme A synthetase (EC 6.2.1.1),acetate,short_chain,SACS,NA,9851916,NA,"NA","NA",EC 6.2.1.1
AAE11_ARATH,Arabidopsis thaliana (Mouse-ear cress),"Butyrate--CoA ligase AAE11, peroxisomal (EC 6.2.1.2) (Acyl-activating enzyme 11) (Butyryl-CoA synthetase)",butyrate,short_chain,SACS,NA,12805634; 11130712; 27862469; 14593172;,NA,"NA","NA",EC 6.2.1.2
AACS_MOUSE,Mus musculus (Mouse),Acetoacetyl-CoA synthetase (EC 6.2.1.16),acetotate,short_chain,SACS,NA,16141072; 15489334; 21183079,NA,"NA","NA",EC 6.2.1.16
AACS_RAT,Rattus norvegicus (Rat),Acetoacetyl-CoA synthetase (EC 6.2.1.16),acetotate,short_chain,SACS,NA,10682835; 15489334; 15992942; 16055091,NA,"NA","NA",EC 6.2.1.16
AEE7_ARATH,Arabidopsis thaliana (Mouse-ear cress),"Acetate/butyrate--CoA ligase AAE7, peroxisomal (EC 6.2.1.1) (EC 6.2.1.2) (AMP-binding protein 7) (AtAMPBP7) (Acetyl-CoA synthetase) (Acyl-activating enzyme 7) (Butyryl-CoA synthetase) (Protein ACETATE NON-UTILIZING 1)",acetate/butyrate,short_chain,SACS,NA,12177484; 10819329; 27862469; 14593172; 12805634; 14963767; 15533942; 17951448; 20863290; 21557725,NA,"NA","NA","c(""EC 6.2.1.1"", ""EC 6.2.1.2"""
A0A287BEZ5_PIG,Sus scrofa (Pig),Acyl-CoA synthetase short chain family member 2,short_chain,short_chain,SACS,NA,"NA",NA,"NA","NA","NA"
F1SAS2_PIG,Sus scrofa (Pig),Acyl-CoA synthetase short chain family member 1,short_chain,short_chain,SACS,NA,"NA",NA,"NA","NA","NA"
F1S4Y0_PIG,Sus scrofa (Pig),Acyl-CoA synthetase short chain family member 2,short_chain,short_chain,SACS,NA,"NA",NA,"NA","NA","NA"
A0A287B4R8_PIG,Sus scrofa (Pig),Acyl-CoA synthetase short chain family member 3,short_chain,short_chain,SACS,NA,"NA",NA,"NA","NA","NA"
F1RYM4_PIG,Sus scrofa (Pig),Acyl-CoA synthetase short chain family member 3,short_chain,short_chain,SACS,NA,"NA",NA,"NA","NA","NA"
A0A287AQR2_PIG,Sus scrofa (Pig),Acyl-CoA synthetase short chain family member 3,short_chain,short_chain,SACS,NA,"NA",NA,"NA","NA","NA"
A0A287B7Q9_PIG,Sus scrofa (Pig),Acyl-CoA synthetase short chain family member 1,short_chain,short_chain,SACS,NA,"NA",NA,"NA","NA","NA"
A2AQN5_MOUSE,Mus musculus (Mouse),"Acetyl-coenzyme A synthetase, cytoplasmic",acetate,short_chain,SACS,NA,17114649; 17242355; 18630941; 19468303; 21183079;,NA,"NA","NA","NA"
A2AQN4_MOUSE,Mus musculus (Mouse),"Acetyl-coenzyme A synthetase, cytoplasmic",acetate,short_chain,SACS,NA,17114649; 17242355; 18630941; 19468303; 21183079;,NA,"NA","NA","NA"
AACS_HUMAN,Homo sapiens (Human),Acetoacetyl-CoA synthetase (EC 6.2.1.16) (Acyl-CoA synthetase family member 1) (Protein sur-5 homolog),acetoatetate,short_chain,SACS,NA,12623130; 14702039; 15489334; 9671465; 17974005; 17762044; 21269460,NA,"NA","NA",EC 6.2.1.16
ACSA_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme),acetate; propionate; butyrate,short_chain,SACS,NA,9634230; 21896569; 21627103; 21969609,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=0.35 mM for CoA (at pH 8 and at 37 degrees Celsius) {ECO:0000269|PubMed:21896569}; KM=1.2 mM for acetate (at pH 8 and at 37 degrees Celsius) {ECO:0000269|PubMed:21896569}; KM=2.1 mM for propionate (at pH 8 and at 37 degrees Celsius) {ECO:0000269|PubMed:21896569}; KM=5.6 mM for ATP (at pH 8 and at 37 degrees Celsius) {ECO:0000269|PubMed:21896569}; KM=509 mM for butyrate (at pH 8 and at 37 degrees Celsius) {ECO:0000269|PubMed:21896569};,EC 6.2.1.1
ACSA_ECOLI,Escherichia coli (strain K12),Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme),acetate,short_chain,SACS,NA,8265357; 9278503; 16738553; 1479344; 21941; 7751300; 10894724; 1390767; 9473056; 11359578; 15019790; 15327942; 20345663,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=0.15 mM for ATP (at pH 8.5 and 37 degrees Celsius) {ECO:0000269|PubMed:21941}; KM=0.2 mM for CoA (at pH 8.5 and 37 degrees Celsius) {ECO:0000269|PubMed:21941}; KM=0.2 mM for acetate (at pH 8.5 and 37 degrees Celsius) {ECO:0000269|PubMed:21941}; Vmax=100 nmol/min/mg enzyme (at pH 8.5 and 37 degrees Celsius) {ECO:0000269|PubMed:21941};,EC 6.2.1.1
ACS2_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Acetyl-coenzyme A synthetase 2 (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acyl-activating enzyme 2),acetate,short_chain,SACS,NA,7649171; 9169871; 24374639; 8910545; 14562095; 14562106; 12872131; 16857587; 18407956,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=8.8 mM for acetate {ECO:0000269|PubMed:8910545}; KM=1.3 mM for ATP {ECO:0000269|PubMed:8910545}; Vmax=0.34 umol/min/mg enzyme {ECO:0000269|PubMed:8910545};,EC 6.2.1.1
